userRequest,actionReferenceIds,agentResponse,category,conversationUrl,createdAt,externalUrl,handleTime,humanAgents,humanAgentsWithInserts,incompleteActionReferenceIds,insertCount,integration,mavenAppId,metadata,quality,qualityScoreReason,referenceId,resolutionStatus,responseLength,responseType,sentiment,tags,thumbsDownCount,thumbsUpCount,timeToFirstResponse,userIdentifiers,userNames
Inquired about transferring recordings from TiVo to another device.,,"Provided steps to transfer recordings from one TiVo DVR to another, including important notes about transfer limitations.",TiVo Recording Transfer,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGcu9gzsEMXAUZNUIvSxrKos9gHdFZhh004RmJ9He56gFx2IG8aWBN1tICIUlDpLgWpiGNAWazPI,2025-02-01T02:39:32.564399Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,GKGG8TYnyDgTnb_ZthEUn,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
"Delete data, cancel account, check order status, rename DVR.",,"Provided steps to delete personal data, cancel account, check order status, and rename DVR.",Account Management,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGdEnBQkuuMeBRPGJk007Rjf3KeLus1HdBqnt5dNLcBj5dOt8eZk8tkqlHh5vC8rlxGgSpCWKCJA,2025-02-01T02:39:06.776691Z,,1m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,IdxA3SReGCRKKrrP-kagA,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
The user requested to escalate the issue.,escalate-to-agent,The agent offered to connect the user to another agent for further assistance.,Escalation Requests,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGj5rFi9m7sSyCAp2f1UQBmfnq0UyPQKs39yKcjgA15kzSff7OLqh0Gw7YVpKsvoiOQIYcsAOisG,2025-02-01T02:37:18.494905Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,nOEQsjjx45e25usoIca4H,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked how to transfer recordings from TiVo to another device.,,Agent provided step-by-step instructions for transferring recordings between TiVo DVRs and noted important limitations.,TiVo Recording Transfer,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGkMxt31pKVPzN5ojDIcsXJ0xIkjdQbsAklayAizOkYY3sXgK1rPNqeHsFOnKbg81HIUkTT0iLrA,2025-02-01T02:37:01.420999Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,vZxhB-gEcgEfTtFw54aMW,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User needs urgent help.,escalate-to-agent,Agent acknowledged the user's need for urgent assistance and is connecting them to a support agent.,Urgent Support Request,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGZjVaT39nEzp30jfevz9NLcqxA9Us75CKTuHbMfbI3Bvkf9DQGZGgEjLjSAupeD7ElyO2ueI9SO,2025-02-01T02:35:47.090970Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,3LsmF4LZ9KdqHlmNTDh2V,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
The user requested urgent help.,escalate-to-agent,The agent acknowledged the user's urgent need for help and is connecting them to a support agent.,Urgent Support Request,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGhVRUDI4pvkPjeQWceQwxpSce9yJpqjgPpkMLpNOB9e62rcrWBcFPhDTUdnTup6PoLIMXCsCvzA,2025-02-01T02:33:38.380077Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,dMuNqrpiS5YGgxkFGool7,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked how to set up their TiVo device.,,Agent requested clarification on which TiVo product the user is using for setup instructions.,Device Setup,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGZQksZwbZWA9pBtBQweIJbCQczBXeczSolyPXkXB5jeGSzbRPPFJl6TAOe7pyVOYErQRXkokLMS,2025-02-01T02:32:54.933141Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,NEEDS_USER_CLARIFICATION,1dJgRYuPpfPD6J5HMIe5s,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Requested setup instructions for TiVo DVR.,,"Provided setup steps for TiVo DVR, including connecting to TV, internet, and completing Guided Setup. Shared links for detailed instructions and troubleshooting.",Device Setup,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGhqNK99G5KapzJoIhWaHIp1vxnuGPloLelyv21PcVu9Xuo383yDo2TUTvXmVEaG596XRfvvqX5g,2025-02-01T02:32:21.840577Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,fnZ6NoX8IPwjI4gDxwAHr,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Requested urgent help to activate TiVo device.,,"Provided steps to activate TiVo device for both TiVo DVR and TiVo Stream 4K, including links for detailed instructions.",Device Activation,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZCA2SwiSOGbripA9y3bmkVfuaNWZHDAe7c1xMor6pjzjzTDDaXiHu5TYtbDOFYCSuFZjcy84H6YJF5ubQfy8,2025-02-01T02:30:32.738602Z,,0m,,,,0,API,chatbot,,GOOD,,rnu5gd6t3jmufqi9sy76bhjq,Resolved,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Requested to change contact information and to be placed on the 'Do Not Sell' list.,,Provided steps to update contact information and to be placed on the 'Do Not Sell' list.,Contact Information Update,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZC7NwP2m9l6l8yYpyQ9JUCJs4sBUse3WpZKKM0najQmDN8vaaSfpTv6l3vs0BokcDPMOUt7AiiF0IGe7QbPo,2025-02-01T02:30:09.809349Z,,0m,,,,0,API,chatbot,,GOOD,,etc9dmkn0zq14d7hhetrolw6,Resolved,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User wants to talk to a live agent.,escalate-to-agent,Agent provided a button to connect the user to a live agent.,User Support Request,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGkgHn0ghF8DygpQRKKWcGVNr0DE2qum2So8MDQCGOIsCseDNrO2SPSlQFjvRImFghgV4HtX1mLs,2025-02-01T02:25:54.896730Z,,0m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,UNKNOWN,xQh25KcwsbV8sgY1LuNTw,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,irving_wuckert71@hotmail.com,irving_wuckert71@hotmail.com
Inquired about transferring recordings from TiVo to another device.,,Provided steps to transfer recordings between TiVo DVRs and clarified that transfers to non-TiVo devices are not possible due to limitations.,TiVo Recording Transfer,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZC9padGwfG7fSGls3h4w3vk2zCpY8MCMo6vTM5cONyov56aOjq5xjXOKMObdme94QRE9m4ocuxyzyIn7lR2q,2025-02-01T02:25:26.639344Z,,0m,,,,0,API,chatbot,,GOOD,,qjwfbwbd4jt5lq6tm8713si9,Resolved,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked for help with TiVo not recording shows.,,"Agent provided troubleshooting steps for TiVo recording issues, including checking power, recording conflicts, priority settings, and error messages.",TiVo Recording Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZC7acUyz7BgaX4Lr9OBv3LdZYIlvtm1LhIgaFKQsEJErjyjFfrKiA7oI46YRBJcJYFtoATlsWlk9fRqtcFsa,2025-02-01T02:24:46.578412Z,,0m,,,,0,API,chatbot,,GOOD,,ftfexly05ejnmow38fb6ba55,Resolved,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User needs urgent help with a TiVo product.,,Agent asks for clarification on the specific issue with the TiVo product to assist effectively.,Urgent Support Request,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZC8bZIIgHVUlxREamg3Ms7cubDB4bxHe05YM3AzwqeS3TwysEPKn0TF21FAADcnf8YaM8BDYZhzbxg4Lsd2y,2025-02-01T02:24:15.741339Z,,0m,,,,0,API,chatbot,,POOR,NEEDS_USER_CLARIFICATION,kkr3zliife8qnggjg9mwhclv,In progress,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User needs urgent help with a TiVo product but hasn't specified which one.,,Agent asks for clarification on which TiVo product the user needs help with to provide accurate assistance.,General Support Inquiry,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZC8YgQRec5cGt2c1NZ4AWy5YcQj8fweTQhkhp3eqBbqxIrQvbN7SKjpB7tUKcbYfJXqm5vvoZeTxsFnSDoZw,2025-02-01T02:22:39.870800Z,,0m,,,,0,API,chatbot,,POOR,NEEDS_USER_CLARIFICATION,k11bzku7ls9js4fgifttptp0,In progress,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Requested to change payment plan.,,Provided steps to change payment plan through TiVo account.,Payment Plan Changes,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZCAeI5I2UvulnSN67hJoklc8H3vAAmBpJRkAuyySRx9817uY62TOppqHqqKAcd02QDwwXaTT0I6CMY4ns10G,2025-02-01T02:22:33.716060Z,,0m,,,,0,API,chatbot,,GOOD,,uj6rz36gndb09c476as53tkk,Resolved,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User inquired about 4K streaming and requested a live agent for assistance with TiVo not recording shows.,,Agent provided information about the TiVo Stream 4K and troubleshooting steps for TiVo recording issues. Suggested using chat support for live agent connection.,Streaming Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZC9cYKG2ksIVOTQrEQVGslNo2zdpPLszYPnpEoknOg6kFdzQf93T5m2vFbYNE6kICQ6whnKusQ59C8b3e48a,2025-02-01T02:22:22.127570Z,,2m,,,,0,API,chatbot,,GOOD,,pc8p5lql0vymhomh9cewtq00,Escalated,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
"User asked how to set up their TiVo device, specifically the TiVo DVR.",,"Agent provided step-by-step instructions for setting up the TiVo DVR, including connecting cables, internet setup, powering up, and following the Guided Setup.",Device Setup,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZCAemnmhFrg0OjROBqgh7bdtUgt9F3TLtW3NAmXydmAagXtcxCP4LdDw1HWGh77h6wII2e9h5blhXzlW1RTg,2025-02-01T02:22:00.058225Z,,5m,,,,0,API,chatbot,,GOOD,,ut7xim58s0m2j2ckzro0qcrf,Resolved,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
"Update credit card, change payment plan, check billing, activate device, request TiVo contact information.",,"Provided steps to update credit card, change payment plan, check billing history, activate TiVo device, and contact information for TiVo support.",Payment Method Update,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZC6vT3vnGCMMOSvCW91fFvc4KWczMkhDzI1sjbJ4gHMELySFzAR34gcQDdM4E9RpLZuW9C5IvJUk10ylv0su,2025-02-01T02:21:17.749055Z,,4m,,,,0,API,chatbot,,GOOD,,c5uxna00x67mbnuzz9jl4t37,Resolved,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
"Requested help to set up TiVo device, specifically TiVo DVR, and then asked to connect to an agent.",,Provided setup steps for TiVo DVR and offered further assistance.,TiVo Activation,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZC7nFgqqohqw1qtitoGmkZ7XWkBHBOcbnoaV7W5VFtGlAHLReiq3uWfsyOoBYP5m98o8V2kFUzYYHftq3QGa,2025-02-01T02:20:45.578561Z,,6m,,,,0,API,chatbot,,GOOD,,gswlvbg4db561locrzgpl7tp,Escalated,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User requested to change their credit card.,,"Agent provided detailed steps to change the credit card on the TiVo account, including signing in and updating payment information.",Payment Method Update,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZCAqrvfb8F9FsDNzJtTDAEZWDOLHYVuLsFXvuKisawd8HhGWVjg33EzAzMKBfkDscNX4GYVL3DUnd5pZZswO,2025-02-01T02:18:58.820343Z,,0m,,,,0,API,chatbot,,GOOD,,vh0uxvv238i2wjpj5wosckk6,Resolved,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
The user requested assistance on how to set up their TiVo device.,,"The agent asked for clarification on which TiVo device the user is referring to, as the setup process varies by product.",Device Setup,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZC7aWayerKiLfiQfYOOJzMGVQ6jMTEfLAmQ083R7VCO2wppAJqVFBxv0m6ag7j5Pew8JmeeWzgfMKpDuqqm4,2025-02-01T02:17:20.803465Z,,0m,,,,0,API,chatbot,,POOR,NEEDS_USER_CLARIFICATION,frz866njdqdzz1w12bh96wgy,In progress,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
"Inquired about requirements for TiVo online, troubleshooting Multi-Room Streaming, controlling TV with Stream 4K remote, and setting up Bluetooth adapters.",,"Provided requirements for TiVo online, troubleshooting steps for Multi-Room Streaming, instructions for controlling TV with Stream 4K remote, and setup for VOX/LUX remote Bluetooth adapter. Unable to provide information on Bluetooth adapters.",TIVO Online Requirements,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZC6yHMWvY6HoGSKgoTgf6vRz1ONGdd6IAk5aEFbHDNcoUAZ4v29bvMtMrT5cmFaAFRKfW6P2UtuiOq38B9AS,2025-01-31T11:00:05.095902Z,,48m,,,,0,API,chatbot,,POOR,MISSING_GENERAL_KNOWLEDGE,cn9bzn0ienpx28zbz8zju9tl,Resolved,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEUTRAL,preview,0,0,,,
"Requested information on glossary of icons, how to use MRV, its requirements, troubleshooting, and requirements for TiVo online.",,"Provided a glossary of on-screen icons, explained how to use Multi-Room Viewing (MRV), its requirements, troubleshooting steps, and requirements for TiVo DVR Online.",User Interface Guidance,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZC9Qd1MzW9wQtRDU3WrCt7SPzZeE5LkGTlAQH0eXwBJTfUhAo102Gvt3QXaZmkyMnfJbyHjNc02mfMPPYE3Y,2025-01-31T10:14:36.872787Z,,44m,,,,0,API,chatbot,,GOOD,,orrbx5w34int4533ku4ktukf,Resolved,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEUTRAL,preview,0,1,,,
"The user inquired about TiVo products, specifically Smart TV and TiVo+, requested help with controlling a TV using the Stream 4K remote, asked about Dolby Digital settings, and requested a glossary of on-screen icons.",,"The agent clarified that Smart TV is not a TiVo product, while TiVo+ is a product but not a core one. The agent provided instructions for controlling a TV with the Stream 4K remote, using Dolby Digital and Surround Sound, and a glossary of on-screen icons.",Product Clarification,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZCAP2tZRQP5GGxoh1mIxE7nebjLXDDE7MiwLuNq1ReCLL2yET3u17ZLchcS1vo7dEhYQctjE7vBTBBbv0j2K,2025-01-31T09:17:25.343653Z,,54m,,,,0,API,chatbot,,GOOD,,t6c1w4mj56n8vqved59lq4rm,Resolved,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,POSITIVE,preview,0,0,,,
"User inquired about TiVo recording issues, transferring recordings, TiVo products, pairing remotes, and specific TiVo models like Car, Edge, Premiere, Bolt, and Roamio.",,"Agent provided troubleshooting steps for TiVo recording issues, explained how to transfer recordings, detailed various TiVo products, and clarified the functions of different TiVo models including DVRs and companion devices.",TiVo Recording Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZCBGgZ2rb73yHBTTFJOiqliGutEJyKM7ePFWkaPoWrIDkGMqCZUPRM4lLd8KxCdzrTD7oTqdt25gc3J3ygTM,2025-01-31T09:02:54.187562Z,,13m,,,,0,API,chatbot,,GOOD,,xqz9cznp6jkv4t1jfprm0d3u,Resolved,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEUTRAL,preview,0,0,,,
"The user asked about replacing the Stream 4K remote, the warranty policy, and how to control a TV with the remote.",,"The agent provided information on how to replace the TiVo Stream 4K remote, explained the warranty policy, and detailed steps to control a TV using the remote.",Remote Control Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZC7kKHBO96XulK4J9C7h72ZYvCv3uw2ulLbSe2IQiHCks5vJgyHBbhniV4MXkA1yOMd3mU71TI6FfvvLns0q,2025-01-31T08:55:52.928038Z,,3m,,,,0,API,chatbot,,GOOD,,g8bd2suqazoxojgw2jdr69f6,Resolved,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEUTRAL,preview,0,0,,,
"User asked how to reset, set, change PIN for parental controls, how to restart TiVo Stream 4K, about legal verbiage agreement, how to pair remote, about TiVo Mini remote, replacement of Stream 4K remote control, and warranty policy of Stream 4K.",,"Agent provided detailed instructions for resetting, setting, and changing the parental controls PIN, restarting the TiVo Stream 4K, and pairing remotes. Agent also explained the TiVo User Agreement and warranty policy, and directed the user to the TiVo store for remote replacement.",Parental Control Management,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZC7BMTdIJ5nfUcHHCMxhkbePVgm7AUrLZhkq9GzzMSYjHy968eGOlfA2OZTS8Z3fs4DmRQ5cO6G2WLnJikFg,2025-01-31T08:33:35.920280Z,,16m,,,,0,API,chatbot,,GOOD,,dvbry6sgmskdipx42jgf3tfm,Resolved,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEUTRAL,preview,0,0,,,
"User inquired about missing or incorrect channels in the TiVo guide, requirements for TiVo online, OnePass Manager features, comparison with Fubo TV services and pricing, setting and resetting parental control PINs.",,"Agent provided detailed steps to resolve missing channels, outlined requirements for TiVo DVR Online, explained OnePass Manager features, shared TiVo service plan details, and instructed on setting and resetting parental control PINs.",Channel Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZC7OF19w0H1l6kEiyLrG7T6TVb7ZFtpHWCg3VBGl907gaAIz0Ao3WKXvLKMKCPMlVJPi1FdvcVapVWU6aBka,2025-01-31T08:09:37.296319Z,,22m,,,,0,API,chatbot,,GOOD,,ezs1wl495jmcunbn9dsduucb,Resolved,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEGATIVE,preview,0,1,,,
"User reported various issues with their TiVo DVR, including program descriptions showing as 'To Be Announced', DVR stuck on startup, noisy DVR, frozen screen, flashing lights, not powering on, and missing or incorrect channels in the guide.",,"Agent provided troubleshooting steps for each issue, including checking internet connection, power cycling the device, verifying channel lists, and checking remote control functionality. For persistent issues, the agent suggested contacting support or creating reports for lineup specialists.",Content Accuracy Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZCAqovkMHxGh2eSLWGrpDzHLfmtt3GAetz56rX0BgdOCZCoYAFv9NAw4m0uc4izCCmFvfachAu99kzqUJeFg,2025-01-31T07:54:41.761234Z,,12m,,,,0,API,chatbot,,GOOD,,vg6qnuy6dnfwy54acg3hk3n2,In progress,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEUTRAL,preview,0,0,,,
"The user inquired about various error codes, remote pairing, multi-room streaming, reactivating service on TiVo DVR, and issues with program descriptions.",,"The agent provided explanations for error codes D404, D403, and D402, troubleshooting steps for pairing the TiVo Stream 4K Remote, instructions for multi-room streaming, reactivating TiVo DVR service, and resolving program description issues.",Voice Support,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZC7mOgeb1KWtIWRxiB6EsdSlYVEpOw5MwYnIM9Tb4458Ttlzvm1QvIgR8UR5LZOcOgyJJwAg8ZuhvLWda7Lo,2025-01-31T07:44:18.474992Z,,9m,,,,0,API,chatbot,,GOOD,,gb4cjvznjaqyzzqplg2m8m2s,Resolved,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEUTRAL,preview,0,0,,,
"User inquired about error codes D404 and D403 in voice support, and how to pair the TiVo Stream 4K remote.",,"Agent explained D404 indicates voice feature unavailability on incompatible devices and provided troubleshooting steps. For D403, agent suggested speaking clearly and checking network connectivity. Agent also provided detailed pairing instructions for the TiVo Stream 4K remote.",Error Handling,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZCB3GJ6Jur6ElHFQ1SqHJUpO9T0fq2RKlv5bu6vF8DfXmkIH7lnTDzfBIArWfzQy3B0EitQ18bBVI2tIWKcm,2025-01-31T07:30:51.262905Z,,2m,,,,0,API,chatbot,,GOOD,,wbnpc7cz62du8v01z49ybcyt,Resolved,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEUTRAL,preview,0,0,,,
"The user inquired about D404 and D402 error codes, multi-room streaming, programming the remote control, controlling the TV, and how to force a connection.",,"The agent provided information about the D404 and D402 error codes, multi-room streaming, programming the TiVo remote, and forcing a connection to the TiVo service. They also reiterated their focus on TiVo products and services.",HTTP Error Codes,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZC9deOH6iOAmvqwQW7JWm9jTPKL36sddqn7AEnSX3JllfAqKOjjx36PMxjceadzDLXPWDgi3NnDlvUc2xSpY,2025-01-31T07:19:25.064253Z,,8m,,,,0,API,chatbot,,GOOD,,pyc4z4ip0iauvtvvj6d4sce4,Resolved,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEGATIVE,preview,0,0,,,
User asked how to troubleshoot multi-room streaming and inquired about error code D404.,,"Agent provided troubleshooting steps for multi-room streaming and general advice for error code D404, noting it is not specifically documented.",Multi-Room Streaming Support,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZCBTetNK98f719Rj3THBCC8MEWY9hzyMRai5osrOMUvjLNA07IAUe0o7YPlf2X5aUa4XIPd7Ikbx0qRMfOtA,2025-01-31T07:07:27.034338Z,,10m,,,,0,API,chatbot,,POOR,MISSING_GENERAL_KNOWLEDGE,ywmvs04fe5490og82yd1u1nx,In progress,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEGATIVE,preview,0,0,,,
"Requested help with programming a remote, assistance with TiVo not recording shows, and availability of a live agent.",escalate-to-agent,Provided programming instructions for TiVo remote and troubleshooting steps for recording issues. Offered to connect the user to a live agent.,Remote Control Functionality,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGidJqrn4LppZZpnvZxevDQjALcLKqB5znRpZd4myfKFkQ9Fa7VGMl58N2R7QN3z3nBiMqun2bWW,2025-01-31T06:17:40.045956Z,,5h,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,khdUQJLdh3NGA7dLWKl5S,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,1,,helen_schmitt@yahoo.com,helen_schmitt@yahoo.com
User asked how to program a remote control and requested more information.,escalate-to-agent,"Agent provided detailed steps for programming a TiVo remote, including troubleshooting tips for finding codes. User still needed help and was offered to connect to another agent.",Remote Control Functionality,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGkXptSzWwDhpazmg3YR8J7nsB5rJ16rbKP8lReHZReOJ4usanWP9M5JU46ckzu2dN9GzM55MfFk,2025-01-31T06:16:44.874527Z,,0m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,UNKNOWN,wusVP_Uu4PFpL-HsVv7ev,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,helen_schmitt@yahoo.com,helen_schmitt@yahoo.com
